title,body,labels,status,milestones
[10pt] Gameplay - Animals - Animal Tracks,,task,open,version 0.1
[20pt] Gameplay - Animals - Bird AI,,task,open,version 0.1
[10pt] Gameplay - Animals - Fish AI,,task,open,version 0.1
[40pt] Gameplay - Animals - Herd Behavior,,task,open,version 0.1
[40pt] Gameplay - Animals - Predator AI,,task,open,version 0.1
[40pt] Gameplay - Animals - Prey AI,,task,open,version 0.1
[20pt] Gameplay - Animation - AI Animal Integration,,task,open,version 0.1
[10pt] Gameplay - Animation - Character Integration,,task,open,version 0.1
[20pt] Gameplay - Animation - State Machines,,task,open,version 0.1
[10pt] Gameplay - Animation - Tools Programming,,task,open,version 0.1
[10pt] Gameplay - Camera - Auto Focus,,task,open,version 0.1
[30pt] Gameplay - Camera - First-Person,,task,open,version 0.1
[30pt] Gameplay - Camera - Third-Person,,task,open,version 0.1
[10pt] Gameplay - Camera - Movement,,task,open,version 0.1
[20pt] Gameplay - Camera - Post-Processing,,task,open,version 0.1
[20pt] Gameplay - Character - Anatomy Visualization API,,task,open,version 0.1
[10pt] Gameplay - Character - Awareness System,,task,open,version 0.1
[10pt] Gameplay - Character - Awareness Visualization API,,task,open,version 0.1
[40pt] Gameplay - Character - Injury System,,task,open,version 0.1
[20pt] Gameplay - Character - Injury Visualization API,,task,open,version 0.1
[40pt] Gameplay - Character - Mental System,,task,open,version 0.1
[20pt] Gameplay - Character - Mental Visualization API,,task,open,version 0.1
[20pt] Gameplay - Character - Rest System,,task,open,version 0.1
[20pt] Gameplay - Character - Rest Visualization API,,task,open,version 0.1
[40pt] Gameplay - Character - Sensory System,,task,open,version 0.1
[20pt] Gameplay - Character - Sensory Visualization API,,task,open,version 0.1
[40pt] Gameplay - Character - Sound System,,task,open,version 0.1
[20pt] Gameplay - Character - Sound Visualization API,,task,open,version 0.1
[40pt] Gameplay - Character - Tracking System,,task,open,version 0.1
[20pt] Gameplay - Character - Tracking Visualization API,,task,open,version 0.1
[30pt] Gameplay - Environment - Bendable Plants & Grass,,task,open,version 0.1
[30pt] Gameplay - Environment - Footsteps,,task,open,version 0.1
[30pt] Gameplay - Environment - Wind,,task,open,version 0.1
[10pt] Gameplay - Environment - 3D Sound Propogation,,task,open,version 0.1
[30pt] Gameplay - Environment - Fire,,task,open,version 0.1
[30pt] Gameplay - Environment - Water,,task,open,version 0.1
[80pt] Gameplay - Movement - Combat,,task,open,version 0.1
[40pt] Gameplay - Movement - Interactions,,task,open,version 0.1
[40pt] Gameplay - Movement - Physics,,task,open,version 0.1
[20pt] Gameplay - Projectiles - Combat,,task,open,version 0.1
[20pt] Gameplay - Projectiles - Firing,,task,open,version 0.1
[40pt] Gameplay - Projectiles - Interactions,,task,open,version 0.1
[40pt] Gameplay - Projectiles - Physics,,task,open,version 0.1
[60pt] Gameplay - Scripted Events,,task,open,version 0.1
[20pt] Gameplay - Tools - Crafting Visualization,,task,open,version 0.1
[80pt] Gameplay - Tools - Crafting,,task,open,version 0.1
[40pt] Gameplay - Tools - Harvesting Animals,,task,open,version 0.1
[20pt] Gameplay - Tools - Harvesting Plants,,task,open,version 0.1
[20pt] Gameplay - Tools - Tree Cutting,,task,open,version 0.1
[40pt] Gameplay - Water - Boating,,task,open,version 0.1
[40pt] Gameplay - Water - Fishing,,task,open,version 0.1
[80pt] Gameplay - Water - Physics,,task,open,version 0.1
[20pt] Gameplay - Water - Swimming,,task,open,version 0.1
[40pt] Gameplay - Water - Swimming,,task,open,version 0.1
[40pt] Gameplay - Weapons - Combat,,task,open,version 0.1
[40pt] Gameplay - Weapons - Interactions,,task,open,version 0.1
[20pt] Gameplay - Weapons - Physics,,task,open,version 0.1
[20pt] General - Rendering API Programming,,task,open,version 0.1
[30pt] General - Sound API Programming,,task,open,version 0.1
[40pt] General - Systems Programming,,task,open,version 0.1
[40pt] General - Tools Programming,,task,open,version 0.1
[20pt] Middleware - A* Pathfinding,,task,open,version 0.1
[20pt] Middleware - Beautify Post-Processing,,task,open,version 0.1
[20pt] Middleware - Enviro Sky & Weather,,task,open,version 0.1
[40pt] Middleware - FMOD,,task,open,version 0.1
[40pt] Middleware - GPU Instancer,,task,open,version 0.1
[20pt] Middleware - Input Manager & Controllers,,task,open,version 0.1
[20pt] Middleware - Unity Physics,,task,open,version 0.1
[20pt] Middleware - Vegetation Studio Pro,,task,open,version 0.1
[30pt] Navigation & Pathfinding API,,task,open,version 0.1
[20pt] Networking - Network Programming,,task,open,version 0.1
[20pt] Platform-Specific - AMD Programming,,task,open,version 0.1
[20pt] Platform-Specific - Nvidia Programming,,task,open,version 0.1
[20pt] Platform-Specific - PlayStation 4 Programming,,task,open,version 0.1
[20pt] Platform-Specific - PlayStation 5 Programming,,task,open,version 0.1
[20pt] Platform-Specific - XBox One Programming,,task,open,version 0.1
[20pt] Platform-Specific - XBox Series X Programming,,task,open,version 0.1
[20pt] UI & UX - Direction,,task,open,version 0.1
[40pt] UI & UX - API Integration,,task,open,version 0.1
[10pt] UI & UX - Menu & Time Integration,,task,open,version 0.1
[20pt] Web Development,,task,open,version 0.1
[5pt] Web Services Integration,,task,open,version 0.1
[40pt] Saved Games - Framework,,task,open,version 0.1
[20pt] Saved Games - Cloud Backup,,task,open,version 0.1
[10pt] Saved Games - Platform-Specific - PlayStation 4 Programming,,task,open,version 0.1
[10pt] Saved Games - Platform-Specific - PlayStation 5 Programming,,task,open,version 0.1
[10pt] Saved Games - Platform-Specific - XBox One Programming,,task,open,version 0.1
[10pt] Saved Games - Platform-Specific - XBox Series X Programming,,task,open,version 0.1
[40pt] Stability - Error Handling Framework,,task,open,version 0.1
[40pt] Stability - Error & Bug Reporting System,,task,open,version 0.1
[40pt] Rendering - GPU Instancing/Indirect Instancing,,task,open,version 0.1
[40pt] Rendering - Instance State Tracking,,task,open,version 0.1
[20pt] Rendering - Instance & GO Proximity Swapping,,task,open,version 0.1
[20pt] Rendering - Instance Frustrum Culling,,task,open,version 0.1
