title,body,labels,status,milestones
[3pt] Trees (Various Ages) - Ash-White,Convert adult tree model into age variations - Ash-White,task,open,version 0.1
[3pt] Trees (Various Ages) - Beech,Convert adult tree model into age variations - Beech,task,open,version 0.1
[3pt] Trees (Various Ages) - Birch-Black,Convert adult tree model into age variations - Birch-Black,task,open,version 0.1
[3pt] Trees (Various Ages) - Birch-Paper,Convert adult tree model into age variations - Birch-Paper,task,open,version 0.1
[3pt] Trees (Various Ages) - Birch-Yellow,Convert adult tree model into age variations - Birch-Yellow,task,open,version 0.1
[3pt] Trees (Various Ages) - Buckeye-Yellow,Convert adult tree model into age variations - Buckeye-Yellow,task,open,version 0.1
[3pt] Trees (Various Ages) - Cedar-Eastern-Red-Thuja,Convert adult tree model into age variations - Cedar-Eastern-Red-Thuja,task,open,version 0.1
[3pt] Trees (Various Ages) - Chestnut,Convert adult tree model into age variations - Chestnut,task,open,version 0.1
[3pt] Trees (Various Ages) - Cucumbertree,Convert adult tree model into age variations - Cucumbertree,task,open,version 0.1
[3pt] Trees (Various Ages) - Dogwood-Flowering,Convert adult tree model into age variations - Dogwood-Flowering,task,open,version 0.1
[3pt] Trees (Various Ages) - Elm,Convert adult tree model into age variations - Elm,task,open,version 0.1
[3pt] Trees (Various Ages) - Hemlock-Eastern,Convert adult tree model into age variations - Hemlock-Eastern,task,open,version 0.1
[3pt] Trees (Various Ages) - Hickory-Pecan,Convert adult tree model into age variations - Hickory-Pecan,task,open,version 0.1
[3pt] Trees (Various Ages) - Hickory-Shagbark,Convert adult tree model into age variations - Hickory-Shagbark,task,open,version 0.1
[3pt] Trees (Various Ages) - Juniper-Red-Cedar,Convert adult tree model into age variations - Juniper-Red-Cedar,task,open,version 0.1
[3pt] Trees (Various Ages) - Linden,Convert adult tree model into age variations - Linden,task,open,version 0.1
[3pt] Trees (Various Ages) - Locus-Black,Convert adult tree model into age variations - Locus-Black,task,open,version 0.1
[3pt] Trees (Various Ages) - Locust-Honey,Convert adult tree model into age variations - Locust-Honey,task,open,version 0.1
[3pt] Trees (Various Ages) - Locust-Yellow-Osage-Orange,Convert adult tree model into age variations - Locust-Yellow (Osage Orange),task,open,version 0.1
[3pt] Trees (Various Ages) - Maple-Moosewood,Convert adult tree model into age variations - Maple-Moosewood,task,open,version 0.1
[3pt] Trees (Various Ages) - Maple-Red,Convert adult tree model into age variations - Maple-Red,task,open,version 0.1
[3pt] Trees (Various Ages) - Maple-Silver,Convert adult tree model into age variations - Maple-Silver,task,open,version 0.1
[3pt] Trees (Various Ages) - Maple-Sugar,Convert adult tree model into age variations - Maple-Sugar,task,open,version 0.1
[3pt] Trees (Various Ages) - Oak-Blackjack,Convert adult tree model into age variations - Oak-Blackjack,task,open,version 0.1
[3pt] Trees (Various Ages) - Oak-Red,Convert adult tree model into age variations - Oak-Red,task,open,version 0.1
[3pt] Trees (Various Ages) - Oak-White,Convert adult tree model into age variations - Oak-White,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-Pitch,Convert adult tree model into age variations - Pine-Pitch,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-Shortleaf,Convert adult tree model into age variations - Pine-Shortleaf,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-Table-Mountain,Convert adult tree model into age variations - Pine-Table-Mountain,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-Virginia,Convert adult tree model into age variations - Pine-Virginia,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-White,Convert adult tree model into age variations - Pine-White,task,open,version 0.1
[3pt] Trees (Various Ages) - Sassafras,Convert adult tree model into age variations - Sassafras,task,open,version 0.1
[3pt] Trees (Various Ages) - Serviceberry,Convert adult tree model into age variations - Serviceberry,task,open,version 0.1
[3pt] Trees (Various Ages) - Spruce-Black,Convert adult tree model into age variations - Spruce-Black,task,open,version 0.1
[3pt] Trees (Various Ages) - Sumac,Convert adult tree model into age variations - Sumac,task,open,version 0.1
[3pt] Trees (Various Ages) - Sweet-Gum,Convert adult tree model into age variations - Sweet-Gum,task,open,version 0.1
[3pt] Trees (Various Ages) - Sycamore,Convert adult tree model into age variations - Sycamore,task,open,version 0.1
[3pt] Trees (Various Ages) - Tamarack,Convert adult tree model into age variations - Tamarack,task,open,version 0.1
[3pt] Trees (Various Ages) - Tuliptree,Convert adult tree model into age variations - Tuliptree,task,open,version 0.1
[3pt] Trees (Various Ages) - Walnut,Convert adult tree model into age variations - Walnut,task,open,version 0.1
[3pt] Trees (Various Ages) - Willow,Convert adult tree model into age variations - Willow,task,open,version 0.1.
[3pt] Trees (Various Ages) - Ash-Black,Convert tree variants into stump & fallen variant - Ash-Black,task,open,version 0.1
[3pt] Trees (Various Ages) - Ash-White,Convert tree variants into stump & fallen variant - Ash-White,task,open,version 0.1
[3pt] Trees (Various Ages) - Beech,Convert tree variants into stump & fallen variant - Beech,task,open,version 0.1
[3pt] Trees (Various Ages) - Birch-Black,Convert tree variants into stump & fallen variant - Birch-Black,task,open,version 0.1
[3pt] Trees (Various Ages) - Birch-Paper,Convert tree variants into stump & fallen variant - Birch-Paper,task,open,version 0.1
[3pt] Trees (Various Ages) - Birch-Yellow,Convert tree variants into stump & fallen variant - Birch-Yellow,task,open,version 0.1
[3pt] Trees (Various Ages) - Buckeye-Yellow,Convert tree variants into stump & fallen variant - Buckeye-Yellow,task,open,version 0.1
[3pt] Trees (Various Ages) - Cedar-Eastern-Red-Thuja,Convert tree variants into stump & fallen variant - Cedar-Eastern-Red-Thuja,task,open,version 0.1
[3pt] Trees (Various Ages) - Chestnut,Convert tree variants into stump & fallen variant - Chestnut,task,open,version 0.1
[3pt] Trees (Various Ages) - Cucumbertree,Convert tree variants into stump & fallen variant - Cucumbertree,task,open,version 0.1
[3pt] Trees (Various Ages) - Dogwood-Flowering,Convert tree variants into stump & fallen variant - Dogwood-Flowering,task,open,version 0.1
[3pt] Trees (Various Ages) - Elm,Convert tree variants into stump & fallen variant - Elm,task,open,version 0.1
[3pt] Trees (Various Ages) - Hemlock-Eastern,Convert tree variants into stump & fallen variant - Hemlock-Eastern,task,open,version 0.1
[3pt] Trees (Various Ages) - Hickory-Pecan,Convert tree variants into stump & fallen variant - Hickory-Pecan,task,open,version 0.1
[3pt] Trees (Various Ages) - Hickory-Shagbark,Convert tree variants into stump & fallen variant - Hickory-Shagbark,task,open,version 0.1
[3pt] Trees (Various Ages) - Juniper-Red-Cedar,Convert tree variants into stump & fallen variant - Juniper-Red-Cedar,task,open,version 0.1
[3pt] Trees (Various Ages) - Linden,Convert tree variants into stump & fallen variant - Linden,task,open,version 0.1
[3pt] Trees (Various Ages) - Locus-Black,Convert tree variants into stump & fallen variant - Locus-Black,task,open,version 0.1
[3pt] Trees (Various Ages) - Locust-Honey,Convert tree variants into stump & fallen variant - Locust-Honey,task,open,version 0.1
[3pt] Trees (Various Ages) - Locust-Yellow-Osage-Orange,Convert tree variants into stump & fallen variant - Locust-Yellow (Osage Orange),task,open,version 0.1
[3pt] Trees (Various Ages) - Maple-Moosewood,Convert tree variants into stump & fallen variant - Maple-Moosewood,task,open,version 0.1
[3pt] Trees (Various Ages) - Maple-Red,Convert tree variants into stump & fallen variant - Maple-Red,task,open,version 0.1
[3pt] Trees (Various Ages) - Maple-Silver,Convert tree variants into stump & fallen variant - Maple-Silver,task,open,version 0.1
[3pt] Trees (Various Ages) - Maple-Sugar,Convert tree variants into stump & fallen variant - Maple-Sugar,task,open,version 0.1
[3pt] Trees (Various Ages) - Oak-Blackjack,Convert tree variants into stump & fallen variant - Oak-Blackjack,task,open,version 0.1
[3pt] Trees (Various Ages) - Oak-Red,Convert tree variants into stump & fallen variant - Oak-Red,task,open,version 0.1
[3pt] Trees (Various Ages) - Oak-White,Convert tree variants into stump & fallen variant - Oak-White,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-Pitch,Convert tree variants into stump & fallen variant - Pine-Pitch,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-Shortleaf,Convert tree variants into stump & fallen variant - Pine-Shortleaf,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-Table-Mountain,Convert tree variants into stump & fallen variant - Pine-Table-Mountain,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-Virginia,Convert tree variants into stump & fallen variant - Pine-Virginia,task,open,version 0.1
[3pt] Trees (Various Ages) - Pine-White,Convert tree variants into stump & fallen variant - Pine-White,task,open,version 0.1
[3pt] Trees (Various Ages) - Sassafras,Convert tree variants into stump & fallen variant - Sassafras,task,open,version 0.1
[3pt] Trees (Various Ages) - Serviceberry,Convert tree variants into stump & fallen variant - Serviceberry,task,open,version 0.1
[3pt] Trees (Various Ages) - Spruce-Black,Convert tree variants into stump & fallen variant - Spruce-Black,task,open,version 0.1
[3pt] Trees (Various Ages) - Sumac,Convert tree variants into stump & fallen variant - Sumac,task,open,version 0.1
[3pt] Trees (Various Ages) - Sweet-Gum,Convert tree variants into stump & fallen variant - Sweet-Gum,task,open,version 0.1
[3pt] Trees (Various Ages) - Sycamore,Convert tree variants into stump & fallen variant - Sycamore,task,open,version 0.1
[3pt] Trees (Various Ages) - Tamarack,Convert tree variants into stump & fallen variant - Tamarack,task,open,version 0.1
[3pt] Trees (Various Ages) - Tuliptree,Convert tree variants into stump & fallen variant - Tuliptree,task,open,version 0.1
[3pt] Trees (Various Ages) - Walnut,Convert tree variants into stump & fallen variant - Walnut,task,open,version 0.1
[3pt] Trees (Various Ages) - Willow,Convert tree variants into stump & fallen variant - Willow,task,open,version 0.1
[3pt] Bird - American Crow,Create a 3D model of a American Crow,task,open,version 0.1
[5pt] Bird - American Kestral,Create a 3D model of a American Kestral,task,open,version 0.1
[8pt] Bird - Bald Eagle,Create a 3D model of a Bald Eagle,task,open,version 0.1
[3pt] Bird - Baltimore Oriole,Create a 3D model of a Baltimore Oriole,task,open,version 0.1
[3pt] Bird - Barn Owl,Create a 3D model of a Barn Owl,task,open,version 0.1
[3pt] Bird - Blue Jay,Create a 3D model of a Blue Jay,task,open,version 0.1
[3pt] Bird - Blue Winged Teal,Create a 3D model of a Blue Winged Teal,task,open,version 0.1
[3pt] Bird - Canada Goose,Create a 3D model of a Canada Goose,task,open,version 0.1
[3pt] Bird - Common Raven,Create a 3D model of a Common Raven,task,open,version 0.1
[3pt] Bird - Green Winged Teal,Create a 3D model of a Green Winged Teal,task,open,version 0.1
[3pt] Bird - Mourning Dove,Create a 3D model of a Mourning Dove,task,open,version 0.1
[3pt] Bird - Northern Cardinal,Create a 3D model of a Northern Cardinal,task,open,version 0.1
[3pt] Bird - Northern Flicker,Create a 3D model of a Northern Flicker,task,open,version 0.1
[5pt] Bird - Red Shouldered Hawk,Create a 3D model of a Red Shouldered Hawk,task,open,version 0.1
[5pt] Bird - Red Tailed Hawk,Create a 3D model of a Red Tailed Hawk,task,open,version 0.1
[5pt] Bird - Ruffed Grouse,Create a 3D model of a Ruffed Grouse,task,open,version 0.1
[3pt] Bird - Trumpeter Swan,Create a 3D model of a Trumpeter Swan,task,open,version 0.1
[8pt] Bird - Wild Turkey,Create a 3D model of a Wild Turkey,task,open,version 0.1
[3pt] Fish - Bass,Create a 3D model of a Bass,task,open,version 0.1
[3pt] Fish - Perch,Create a 3D model of a Perch,task,open,version 0.1
[3pt] Fish - Pike,Create a 3D model of a Pike,task,open,version 0.1
[3pt] Fish - Trout,Create a 3D model of a Trout,task,open,version 0.1
[3pt] Animal - Badger,Create a 3D model of a Badger,task,open,version 0.1
[3pt] Animal - Beaver,Create a 3D model of a Beaver,task,open,version 0.1
[8pt] Animal - Bison,Create a 3D model of a Bison,task,open,version 0.1
[5pt] Animal - Black Bear,Create a 3D model of a Black Bear,task,open,version 0.1
[3pt] Animal - Bobcat,Create a 3D model of a Bobcat,task,open,version 0.1
[5pt] Animal - Brown Bear,Create a 3D model of a Brown Bear,task,open,version 0.1
[8pt] Animal - Cougar,Create a 3D model of a Cougar,task,open,version 0.1
[8pt] Animal - Coyote,Create a 3D model of a Coyote,task,open,version 0.1
[5pt] Animal - Deer,Create a 3D model of a Deer,task,open,version 0.1
[5pt] Animal - Elk,Create a 3D model of a Elk,task,open,version 0.1
[3pt] Animal - Fox,Create a 3D model of a Fox,task,open,version 0.1
[5pt] Animal - Moose,Create a 3D model of a Moose,task,open,version 0.1
[3pt] Animal - Opossum,Create a 3D model of a Opossum,task,open,version 0.1
[3pt] Animal - Otter,Create a 3D model of a Otter,task,open,version 0.1
[5pt] Animal - Porcupine,Create a 3D model of a Porcupine,task,open,version 0.1
[3pt] Animal - Rabbit,Create a 3D model of a Rabbit,task,open,version 0.1
[3pt] Animal - Raccoon,Create a 3D model of a Raccoon,task,open,version 0.1
[3pt] Animal - Skunk,Create a 3D model of a Skunk,task,open,version 0.1
[3pt] Animal - Squirrel,Create a 3D model of a Squirrel,task,open,version 0.1
[8pt] Animal - Wolf,Create a 3D model of a Wolf,task,open,version 0.1
[3pt] Animal - Wolverine,Create a 3D model of a Wolverine,task,open,version 0.1
[3pt] Animal Pelt - Badger,Create a 3D model of a Badger pelt,task,open,version 0.1
[3pt] Animal Pelt - Beaver,Create a 3D model of a Beaver pelt,task,open,version 0.1
[3pt] Animal Pelt - Bison,Create a 3D model of a Bison pelt,task,open,version 0.1
[3pt] Animal Pelt - Black Bear,Create a 3D model of a Black Bear pelt,task,open,version 0.1
[3pt] Animal Pelt - Bobcat,Create a 3D model of a Bobcat pelt,task,open,version 0.1
[3pt] Animal Pelt - Brown Bear,Create a 3D model of a Brown Bear pelt,task,open,version 0.1
[3pt] Animal Pelt - Cougar,Create a 3D model of a Cougar pelt,task,open,version 0.1
[3pt] Animal Pelt - Coyote,Create a 3D model of a Coyote pelt,task,open,version 0.1
[3pt] Animal Pelt - Deer,Create a 3D model of a Deer pelt,task,open,version 0.1
[3pt] Animal Pelt - Elk,Create a 3D model of a Elk pelt,task,open,version 0.1
[3pt] Animal Pelt - Fox,Create a 3D model of a Fox pelt,task,open,version 0.1
[3pt] Animal Pelt - Moose,Create a 3D model of a Moose pelt,task,open,version 0.1
[3pt] Animal Pelt - Opossum,Create a 3D model of a Opossum pelt,task,open,version 0.1
[3pt] Animal Pelt - Otter,Create a 3D model of a Otter pelt,task,open,version 0.1
[3pt] Animal Pelt - Porcupine,Create a 3D model of a Porcupine pelt,task,open,version 0.1
[3pt] Animal Pelt - Rabbit,Create a 3D model of a Rabbit pelt,task,open,version 0.1
[3pt] Animal Pelt - Raccoon,Create a 3D model of a Raccoon pelt,task,open,version 0.1
[3pt] Animal Pelt - Skunk,Create a 3D model of a Skunk pelt,task,open,version 0.1
[3pt] Animal Pelt - Squirrel,Create a 3D model of a Squirrel pelt,task,open,version 0.1
[3pt] Animal Pelt - Wolf,Create a 3D model of a Wolf pelt,task,open,version 0.1
[3pt] Animal Pelt - Wolverine,Create a 3D model of a Wolverine pelt,task,open,version 0.1
[3pt] Animal Rawhide - Bison,Create a 3D model of a rawhide from a Bison,task,open,version 0.1
[3pt] Animal Rawhide - Deer,Create a 3D model of a rawhide from a Deer,task,open,version 0.1
[3pt] Animal Rawhide - Elk,Create a 3D model of a rawhide from a Elk,task,open,version 0.1
[3pt] Animal Rawhide - Moose,Create a 3D model of a rawhide from a Moose,task,open,version 0.1
[3pt] Animal Rawhide - Small Game,Create a 3D model of a rawhide from small game,task,open,version 0.1
[3pt] Animal Rawhide - Strips,Create a 3D model of a rawhide strips or laces,task,open,version 0.1
[3pt] Food - Raw - Sunflower,Create a 3D model of a raw Sunflower Seed,task,open,version 0.1
[3pt] Food - Raw - Grapes Bunch,Create a 3D model of a raw Grapes Bunch,task,open,version 0.1
[3pt] Food - Raw - Pawpaw,Create a 3D model of a raw Pawpaw,task,open,version 0.1
[3pt] Food - Raw - Beet,Create a 3D model of a raw Beet,task,open,version 0.1
[3pt] Food - Raw - Corn Cob,Create a 3D model of a raw Corn Cob,task,open,version 0.1
[3pt] Food - Raw - Cucumber,Create a 3D model of a raw Cucumber,task,open,version 0.1
[3pt] Food - Raw - Garlic,Create a 3D model of a raw Garlic,task,open,version 0.1
[3pt] Food - Raw - Onion,Create a 3D model of a raw Onion,task,open,version 0.1
[3pt] Food - Raw - Pumpkin,Create a 3D model of a raw Pumpkin,task,open,version 0.1
[3pt] Food - Raw - Squash,Create a 3D model of a raw Squash,task,open,version 0.1
[3pt] Food - Raw - Sweet Potato,Create a 3D model of a raw Sweet Potato,task,open,version 0.1
[3pt] Food - Cooked - Beet,Create a 3D model of a cooked Beet,task,open,version 0.1
[3pt] Food - Cooked - Corn Cob,Create a 3D model of a cooked Corn Cob,task,open,version 0.1
[3pt] Food - Cooked - Cucumber,Create a 3D model of a cooked Cucumber,task,open,version 0.1
[3pt] Food - Cooked - Garlic,Create a 3D model of a cooked Garlic,task,open,version 0.1
[3pt] Food - Cooked - Onion,Create a 3D model of a cooked Onion,task,open,version 0.1
[3pt] Food - Cooked - Pumpkin,Create a 3D model of a cooked Pumpkin,task,open,version 0.1
[3pt] Food - Cooked - Squash,Create a 3D model of a cooked Squash,task,open,version 0.1
[3pt] Food - Cooked - Sweet Potato,Create a 3D model of a cooked Sweet Potato,task,open,version 0.1
[3pt] Food - Raw - Bean (Black),Create a 3D model of a raw Bean (Black),task,open,version 0.1
[3pt] Food - Raw - Bean (Brown),Create a 3D model of a raw Bean (Brown),task,open,version 0.1
[3pt] Food - Raw - Bean (Pod),Create a 3D model of a raw Bean (Pod),task,open,version 0.1
[3pt] Food - Raw - Bean (Red),Create a 3D model of a raw Bean (Red),task,open,version 0.1
[3pt] Food - Raw - Blackberry,Create a 3D model of a raw Blackberry,task,open,version 0.1
[3pt] Food - Raw - Blueberry,Create a 3D model of a raw Blueberry,task,open,version 0.1
[3pt] Food - Raw - Cherry,Create a 3D model of a raw Cherry,task,open,version 0.1
[3pt] Food - Raw - Cranberry,Create a 3D model of a raw Cranberry,task,open,version 0.1
[3pt] Food - Raw - Pea,Create a 3D model of a raw Pea,task,open,version 0.1
[3pt] Food - Raw - Raspberry,Create a 3D model of a raw Raspberry,task,open,version 0.1
[3pt] Food - Raw - Rice,Create a 3D model of a raw Rice,task,open,version 0.1
[3pt] Food - Raw - Strawberry,Create a 3D model of a raw Strawberry,task,open,version 0.1
[3pt] Food - Raw - Sunflower Seed,Create a 3D model of a raw Sunflower Seed,task,open,version 0.1
[3pt] Food - Piles - Bean (Black),Create a 3D model of a raw Bean (Black) pile,task,open,version 0.1
[3pt] Food - Piles - Bean (Brown),Create a 3D model of a raw Bean (Brown) pile,task,open,version 0.1
[3pt] Food - Piles - Bean (Pod),Create a 3D model of a raw Bean (Pod) pile,task,open,version 0.1
[3pt] Food - Piles - Bean (Red),Create a 3D model of a raw Bean (Red) pile,task,open,version 0.1
[3pt] Food - Piles - Blackberry,Create a 3D model of a raw Blackberry pile,task,open,version 0.1
[3pt] Food - Piles - Blueberry,Create a 3D model of a raw Blueberry pile,task,open,version 0.1
[3pt] Food - Piles - Cherry,Create a 3D model of a raw Cherry pile,task,open,version 0.1
[3pt] Food - Piles - Cranberry,Create a 3D model of a raw Cranberry pile,task,open,version 0.1
[3pt] Food - Piles - Pea,Create a 3D model of a raw Pea pile,task,open,version 0.1
[3pt] Food - Piles - Raspberry,Create a 3D model of a raw Raspberry pile,task,open,version 0.1
[3pt] Food - Piles - Rice,Create a 3D model of a raw Rice pile,task,open,version 0.1
[3pt] Food - Piles - Strawberry,Create a 3D model of a raw Strawberry pile,task,open,version 0.1
[3pt] Food - Piles - Sunflower Seed,Create a 3D model of a raw Sunflower Seed pile,task,open,version 0.1
[3pt] Food - Cooked - Beans (Black),Create a 3D model of a cooked Bean (Black) dish,task,open,version 0.1
[3pt] Food - Cooked - Beans (Brown),Create a 3D model of a cooked Bean (Brown) dish,task,open,version 0.1
[3pt] Food - Cooked - Beans (Pod),Create a 3D model of a cooked Bean (Pod) dish,task,open,version 0.1
[3pt] Food - Cooked - Beans (Red),Create a 3D model of a cooked Bean (Red) dish,task,open,version 0.1
[3pt] Food - Cooked - Beans (Mixed),Create a 3D model of a cooked Bean (Red) dish,task,open,version 0.1
[3pt] Food - Cooked - Blackberry,Create a 3D model of a cooked Blackberry dish,task,open,version 0.1
[3pt] Food - Cooked - Mixed Berries,Create a 3D model of a cooked Blackberry dish,task,open,version 0.1
[3pt] Food - Cooked - Blueberry,Create a 3D model of a cooked Blueberry dish,task,open,version 0.1
[3pt] Food - Cooked - Cherry,Create a 3D model of a cooked Cherry dish,task,open,version 0.1
[3pt] Food - Cooked - Cranberry,Create a 3D model of a cooked Cranberry dish,task,open,version 0.1
[3pt] Food - Cooked - Pea,Create a 3D model of a cooked Pea dish,task,open,version 0.1
[3pt] Food - Cooked - Raspberry,Create a 3D model of a cooked Raspberry dish,task,open,version 0.1
[3pt] Food - Cooked - Strawberry,Create a 3D model of a cooked Strawberry dish,task,open,version 0.1
[3pt] Food - Cooked - Rice,Create a 3D model of a cooked Rice dish,task,open,version 0.1
[3pt] Food - In Shell - Chestnut,Create a 3D model of a raw Chestnut,task,open,version 0.1
[3pt] Food - In Shell - Hazelnut,Create a 3D model of a raw Hazelnut,task,open,version 0.1
[3pt] Food - In Shell - Peanut,Create a 3D model of a raw Peanut,task,open,version 0.1
[3pt] Food - In Shell - Pumpkin Seed,Create a 3D model of a raw Pumpkin Seed,task,open,version 0.1
[3pt] Food - In Shell - Sunflower Seed,Create a 3D model of a raw Sunflower Seed,task,open,version 0.1
[3pt] Food - In Shell - Walnut,Create a 3D model of a raw Walnut,task,open,version 0.1
[3pt] Food - Unshelled - Chestnut,Create a 3D model of a raw Chestnut (unshelled),task,open,version 0.1
[3pt] Food - Unshelled - Hazelnut,Create a 3D model of a raw Hazelnut (unshelled),task,open,version 0.1
[3pt] Food - Unshelled - Peanut,Create a 3D model of a raw Peanut (unshelled),task,open,version 0.1
[3pt] Food - Unshelled - Pumpkin Seed,Create a 3D model of a raw Pumpkin Seed (unshelled),task,open,version 0.1
[3pt] Food - Unshelled - Sunflower Seed,Create a 3D model of a raw Sunflower Seed (unshelled),task,open,version 0.1
[3pt] Food - Unshelled - Walnut,Create a 3D model of a raw Walnut (unshelled),task,open,version 0.1
[20pt] Main Character,Create a 3D model of the main character,task,open,version 0.1
[8pt] Clothing - Breechcloth,Create a 3D model of the main character's Clothing - Breechcloth,task,open,version 0.1
[8pt] Clothing - Footware,Create a 3D model of the main character's Clothing - Footware,task,open,version 0.1
[3pt] Clothing - Footware Variations,Create a 3D model of the main character's Clothing - Footware Variations,task,open,version 0.1
[8pt] Clothing - Leggings,Create a 3D model of the main character's Clothing - Leggings,task,open,version 0.1
[3pt] Clothing - Leggings Variations,Create a 3D model of the main character's Clothing - Leggings Variations,task,open,version 0.1
[8pt] Clothing - Kilt,Create a 3D model of the main character's Clothing - Kilt,task,open,version 0.1
[3pt] Clothing - Kilt Variations,Create a 3D model of the main character's Clothing - Kilt Variations,task,open,version 0.1
[8pt] Clothing - Shirt,Create a 3D model of the main character's Clothing - Shirt,task,open,version 0.1
