title,body,labels,status,milestones
[1pt] Animal - Elk Rigging,Create the animation rig for Elk in Blender3D.,task,open,version 0.1
[8pt] Animal - Fish Animation,Create all animations for Fish in Blender3D.,task,open,version 0.1
[5pt] Animal - Fish Rigging,Create the animation rig for Fish in Blender3D.,task,open,version 0.1
[8pt] Animal - Fox Animation,Create all animations for Fox in Blender3D.,task,open,version 0.1
[1pt] Animal - Fox Rigging,Create the animation rig for Fox in Blender3D.,task,open,version 0.1
[8pt] Animal - Moose Animation,Create all animations for Moose in Blender3D.,task,open,version 0.1
[1pt] Animal - Moose Rigging,Create the animation rig for Moose in Blender3D.,task,open,version 0.1
[8pt] Animal - Opossum Animation,Create all animations for Opossum in Blender3D.,task,open,version 0.1
[1pt] Animal - Opossum Rigging,Create the animation rig for Opossum in Blender3D.,task,open,version 0.1
[8pt] Animal - Otter Animation,Create all animations for Otter in Blender3D.,task,open,version 0.1
[1pt] Animal - Otter Rigging,Create the animation rig for Otter in Blender3D.,task,open,version 0.1
[8pt] Animal - Porcupine Animation,Create all animations for Porcupine in Blender3D.,task,open,version 0.1
[1pt] Animal - Porcupine Rigging,Create the animation rig for Porcupine in Blender3D.,task,open,version 0.1
[8pt] Animal - Rabbit Animation,Create all animations for Rabbit in Blender3D.,task,open,version 0.1
[1pt] Animal - Rabbit Rigging,Create the animation rig for Rabbit in Blender3D.,task,open,version 0.1
[8pt] Animal - Raccoon Animation,Create all animations for Raccoon in Blender3D.,task,open,version 0.1
[1pt] Animal - Raccoon Rigging,Create the animation rig for Raccoon in Blender3D.,task,open,version 0.1
[8pt] Animal - Skunk Animation,Create all animations for Skunk in Blender3D.,task,open,version 0.1
[1pt] Animal - Skunk Rigging,Create the animation rig for Skunk in Blender3D.,task,open,version 0.1
[8pt] Animal - Squirrel Animation,Create all animations for Squirrel in Blender3D.,task,open,version 0.1
[1pt] Animal - Squirrel Rigging,Create the animation rig for Squirrel in Blender3D.,task,open,version 0.1
[8pt] Animal - Turkey Animation,Create all animations for Turkey in Blender3D.,task,open,version 0.1
[1pt] Animal - Turkey Rigging,Create the animation rig for Turkey in Blender3D.,task,open,version 0.1
[8pt] Animal - Wolf Animation,Create all animations for Wolf in Blender3D.,task,open,version 0.1
[1pt] Animal - Wolf Rigging,Create the animation rig for Wolf in Blender3D.,task,open,version 0.1
[8pt] Animal - Wolverine Animation,Create all animations for Wolverine in Blender3D.,task,open,version 0.1
[1pt] Animal - Wolverine Rigging,Create the animation rig for Wolverine in Blender3D.,task,open,version 0.1
[10pt] Camera Animation,Create any animation needed to support the camera using Cinemachine,task,open,version 0.1
[10pt] Camera Rigging,Create any camera rigs needed to support the camera using Cinemachine,task,open,version 0.1
[10pt] Character Animation - Boating - Paddling,Create animations of the character when Boating - Paddling,task,open,version 0.1
[10pt] Character Animation - Boating - Enter/Exit,Create animations of the character when Boating - Enter/Exit,task,open,version 0.1
[10pt] Character Animation - Boating - General,Create animations of the character when Boating - General,task,open,version 0.1
[10pt] Character Animation - Combat - Unarmed,Create animations of the character when Combat - Unarmed,task,open,version 0.1
[10pt] Character Animation - Combat - Archery,Create animations of the character when Combat - Archery,task,open,version 0.1
[10pt] Character Animation - Combat - Knife,Create animations of the character when Combat - Knife,task,open,version 0.1
[10pt] Character Animation - Combat - Hatchet,Create animations of the character when Combat - Hatchet,task,open,version 0.1
[10pt] Character Animation - Combat - Spear,Create animations of the character when Combat - Spear,task,open,version 0.1
[10pt] Character Animation - Combat - Injury,Create animations of the character when Combat - Injury,task,open,version 0.1
[10pt] Character Animation - Combat - General,Create animations of the character when Combat - General,task,open,version 0.1
[10pt] Character Animation - Combat - Other,Create animations of the character when Combat - Other,task,open,version 0.1
[10pt] Character Animation - Cooking - Simple Fire,Create animations of the character when Cooking - Simple Fire,task,open,version 0.1
[10pt] Character Animation - Cooking - Fire Roasting,Create animations of the character when Cooking - Fire Roasting,task,open,version 0.1
[10pt] Character Animation - Cooking - Food Cooking Animations,Create animations of the character when Cooking - Food Cooking Animations,task,open,version 0.1
[10pt] Character Animation - Cooking - Pot On Fire,Create animations of the character when Cooking - Pot On Fire,task,open,version 0.1
[10pt] Character Animation - Crafting - Boats & Paddles,Create animations of the character when Crafting - Boats & Paddles,task,open,version 0.1
[10pt] Character Animation - Crafting - Archery,Create animations of the character when Crafting - Archery,task,open,version 0.1
[10pt] Character Animation - Crafting - Knapping,Create animations of the character when Crafting - Knapping,task,open,version 0.1
[10pt] Character Animation - Crafting - Woodworking,Create animations of the character when Crafting - Woodworking,task,open,version 0.1
[10pt] Character Animation - Crafting - Clothing,Create animations of the character when Crafting - Clothing,task,open,version 0.1
[10pt] Character Animation - Crafting - Jewlery,Create animations of the character when Crafting - Jewlery,task,open,version 0.1
[20pt] Character Animation - Crafting - Other Items,Create animations of the character when Crafting - Other Items,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Badger,Animate the character creating an Animal Pelt - Badger,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Beaver,Animate the character creating an Animal Pelt - Beaver,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Bison,Animate the character creating an Animal Pelt - Bison,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Black Bear,Animate the character creating an Animal Pelt - Black Bear,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Bobcat,Animate the character creating an Animal Pelt - Bobcat,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Brown Bear,Animate the character creating an Animal Pelt - Brown Bear,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Cougar,Animate the character creating an Animal Pelt - Cougar,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Coyote,Animate the character creating an Animal Pelt - Coyote,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Deer,Animate the character creating an Animal Pelt - Deer,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Elk,Animate the character creating an Animal Pelt - Elk,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Fox,Animate the character creating an Animal Pelt - Fox,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Moose,Animate the character creating an Animal Pelt - Moose,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Opossum,Animate the character creating an Animal Pelt - Opossum,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Otter,Animate the character creating an Animal Pelt - Otter,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Porcupine,Animate the character creating an Animal Pelt - Porcupine,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Rabbit,Animate the character creating an Animal Pelt - Rabbit,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Raccoon,Animate the character creating an Animal Pelt - Raccoon,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Skunk,Animate the character creating an Animal Pelt - Skunk,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Squirrel,Animate the character creating an Animal Pelt - Squirrel,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Wolf,Animate the character creating an Animal Pelt - Wolf,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Pelt - Wolverine,Animate the character creating an Animal Pelt - Wolverine,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Rawhide - Bison,Animate the character creating an Animal Rawhide - Bison,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Rawhide - Deer,Animate the character creating an Animal Rawhide - Deer,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Rawhide - Elk,Animate the character creating an Animal Rawhide - Elk,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Rawhide - Moose,Animate the character creating an Animal Rawhide - Moose,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Rawhide - Small Game,Animate the character creating an Animal Rawhide - Small Game,task,open,version 0.1
[1pt] Character Animation - Crafting - Animal Rawhide - Strips,Animate the character creating an Animal Rawhide - Strips,task,open,version 0.1
[20pt] Character Animation - General - Other Animations,Create other animations for the character,task,open,version 0.1
[10pt] Character Animation - General - Building Fire,Create Building Fire animations for the character,task,open,version 0.1
[10pt] Character Animation - General - Interacting With Fire,Create Interacting With Fire animations for the character,task,open,version 0.1
[10pt] Character Animation - General - Cutting Trees,Create Cutting Trees animations for the character,task,open,version 0.1
[10pt] Character Animation - Health - Leg Wounds,Create Leg Wounds animations for the character,task,open,version 0.1
[10pt] Character Animation - Health - Arm Wounds,Create Arm Wounds animations for the character,task,open,version 0.1
[10pt] Character Animation - Health - Torso Wounds,Create Torso Wounds animations for the character,task,open,version 0.1
[10pt] Character Animation - Health - Head Wounds,Create Head Wounds animations for the character,task,open,version 0.1
[10pt] Character Animation - Health - Healing,Create Healing animations for the character,task,open,version 0.1
[10pt] Character Animation - Health - Death,Create Death animations for the character,task,open,version 0.1
[10pt] Character Animation - Movement - Idling,Create animations of the character Idling,task,open,version 0.1
[10pt] Character Animation - Movement - Sneaking,Create animations of the character Sneaking,task,open,version 0.1
[10pt] Character Animation - Movement - Walking,Create animations of the character Walking,task,open,version 0.1
[10pt] Character Animation - Movement - Jogging,Create animations of the character Jogging,task,open,version 0.1
[10pt] Character Animation - Movement - Running,Create animations of the character Running,task,open,version 0.1
[10pt] Character Animation - Movement - Swimming,Create animations of the character Swimming,task,open,version 0.1
[10pt] Character Animation - Movement - Injured Variations,Create variations of the character movement that are injured.,task,open,version 0.1
[10pt] Character Animation - Using Tools,Create animations of the character generally using any tools (placeholder),task,open,version 0.1
[20pt] Character Rigging,Create the animation rig for the character,task,open,version 0.1
[20pt] Environment Animation,Create any environmental animation that needs to happen,task,open,version 0.1
[60pt] Gameplay Animation,Placeholder for any gameplay animation that is unknown,task,open,version 0.1
[20pt] Gameplay Rigging,Placeholder for any rigging to support gameplay,task,open,version 0.1
[30pt] General - Reference Animation Sourcing,Finding animation references for different animation tasks.,task,open,version 0.1
[20pt] General - Promotional Cinematics,Creating any promotional specific animations,task,open,version 0.1
[20pt] General - Scripted Cinematics,Create any animations needed for scripted cinematic scenes (cut-scenes),task,open,version 0.1
[20pt] General - Scripted In-Game Events,Create any animations needed to support in-game events,task,open,version 0.1
[20pt] Motion Capture - Data Processing,Data cleanup and organization for raw motion capture data,task,open,version 0.1
[5pt] Motion Capture - Data Sourcing,Find free motion capture data to use when creating character animations,task,open,version 0.1
[20pt] Motion Capture - Editing,Editing of motion capture frames into discrete character animations,task,open,version 0.1
[20pt] Scripting & Tools - Animation Metadata Management,Create a system in Blender3D & python to help categorize and manage all the animations being produced,task,open,version 0.1
[20pt] Scripting & Tools - Blender/Unity3D Integration,Ensure that rigs and animations are set to transfer automatically between Blender3D and Unity,task,open,version 0.1
[40pt] Scripting & Tools - Animal Animation Retargeting,Create an animal retargeting system to be able to transfer animations from one animal to another,task,open,version 0.1
[20pt] Scripting & Tools - Human Animation Retargeting,Create a human animation retargeting system to be able to transfer animations from other models to our character,task,open,version 0.1
[20pt] Scripting & Tools - Rigging Tools,Create python extensions to improve the Rigify experience in Blender3D,task,open,version 0.1
